,Country,Country Code,Year,Exports (% of GDP),FDI (% of GDP),GDP (USD),Imports (% of GDP),Inflation (%),Density (p/km2),Population,Unemployment (% of total labor force)
239,India,IND,2010,22.40093325,1.635034274,1535900000000.0,26.85427325,11.98938992,417.2668481,1240613620.0,8.319
240,India,IND,2011,24.54041132,2.002065552,1616400000000.0,31.08346869,8.911793365,422.9871589,1257621191.0,8.168
241,India,IND,2012,24.53443066,1.312934337,1704600000000.0,31.25929106,9.478996914,428.659862,1274487215.0,8.095
242,India,IND,2013,25.4308613,1.516275965,1813450000000.0,28.41327065,10.01787847,434.2581749,1291132063.0,8.037
243,India,IND,2014,22.96796301,1.695658786,1947830000000.0,25.95422274,6.665656719,439.6780929,1307246509.0,7.981
244,India,IND,2015,19.81318916,2.092115758,2103590000000.0,22.10972471,4.906973441,444.931708,1322866505.0,7.915
245,India,IND,2016,19.15823491,1.937363198,2277270000000.0,20.9242508,4.948216341,450.2357199,1338636340.0,7.842
246,India,IND,2017,18.79176484,1.507316581,2432020000000.0,21.95073212,3.328173375,455.468934,1354195680.0,7.733
247,India,IND,2018,19.9278286,1.558214793,2588970000000.0,23.68914073,3.938826467,460.4493174,1369003306.0,7.65
248,India,IND,2019,18.69098271,1.787381739,2685750000000.0,21.27154523,3.729505735,465.1946394,1383112050.0,6.51
249,India,IND,2020,18.70889869,2.41266468,2508590000000.0,19.09645489,6.623436776,469.6595667,1396387127.0,10.195
250,India,IND,2021,21.39853422,1.408158771,2726370000000.0,23.89173153,5.131407472,469.6595667,1407563842.0,7.713
252,Indonesia,IDN,1960,11.53254741,0.0,52777607990.0,12.55766274,39.59044369,469.6595667,88382881.0,0.0
253,Indonesia,IDN,1961,11.06147628,0.0,55807383539.0,13.61412465,13.69193154,50.13161953,90816938.0,0.0
254,Indonesia,IDN,1962,5.168152198,0.0,56835343100.0,5.392854468,131.3978495,51.52739833,93345489.0,0.0
255,Indonesia,IDN,1963,9.06881077,0.0,55563919433.0,9.349289454,145.9107807,52.97202261,95962527.0,0.0
256,Indonesia,IDN,1964,12.25205019,0.0,57525158068.0,13.0651153,108.994709,54.46936138,98675061.0,0.0
257,Indonesia,IDN,1965,5.276254745,0.0,58147344119.0,5.735976381,306.7631103,55.83988916,101157868.0,0.0
258,Indonesia,IDN,1966,12.75720165,0.0,59770438163.0,22.09559987,1136.254112,57.1664937,103561105.0,0.0
259,Indonesia,IDN,1967,8.775654636,0.0,60595510968.0,16.86718566,106.0,58.6567171,106260749.0,0.0
260,Indonesia,IDN,1968,10.86946153,0.0,67209619197.0,15.57685887,128.8430421,60.24537997,109138723.0,0.0
261,Indonesia,IDN,1969,9.013980868,0.0,71794859870.0,14.82707873,15.47987022,61.90721087,112149246.0,0.0
262,Indonesia,IDN,1970,12.84431138,1.588733533,77218699134.0,15.83832335,12.39946465,63.60692328,115228394.0,0.0
263,Indonesia,IDN,1971,14.41993464,3.204251726,82642538396.0,16.64215686,4.233748945,65.32849131,118347135.0,0.0
264,Indonesia,IDN,1972,16.51621385,2.305232252,88458625386.0,18.89570552,6.521749213,67.07118411,121504145.0,0.0
265,Indonesia,IDN,1973,20.05360263,3.570275713,95627290746.0,19.48055794,31.04188127,68.84031972,124709058.0,0.0
266,Indonesia,IDN,1974,28.99794546,0.705825551,102545000000.0,21.42043332,40.49179044,70.62669176,127945196.0,0.0
267,Indonesia,IDN,1975,22.54775559,4.241288511,108295000000.0,21.97350208,19.16569713,72.43066235,131213215.0,0.0
268,Indonesia,IDN,1976,22.17409014,2.005921431,115962000000.0,20.83249821,19.8286537,74.25659787,134521025.0,0.0
269,Indonesia,IDN,1977,23.49098139,0.513000573,125546000000.0,20.07921855,11.05208979,76.10058678,137861540.0,0.0
270,Indonesia,IDN,1978,21.86714148,0.81178537,134171000000.0,20.84762156,8.112582595,77.97157383,141250964.0,0.0
271,Indonesia,IDN,1979,30.06582275,0.439687122,143755000000.0,23.58971317,16.23276576,79.87165111,144693087.0,0.0
272,Indonesia,IDN,1980,30.47417027,0.248336362,158130000000.0,22.1798762,18.03543016,81.79484977,148177096.0,0.0
273,Indonesia,IDN,1981,27.63044404,0.155522389,170589000000.0,25.5468562,12.26590851,83.73197668,151686337.0,0.0
274,Indonesia,IDN,1982,22.37903429,0.249560637,174423000000.0,26.29719315,9.445423954,85.687364,155228658.0,0.0
275,Indonesia,IDN,1983,27.74540826,0.360261288,182090000000.0,28.8138284,11.79974052,87.65358832,158790611.0,0.0
276,Indonesia,IDN,1984,27.31497861,0.261626776,194548000000.0,22.79564137,10.45503482,89.60844019,162331962.0,0.0
277,Indonesia,IDN,1985,23.7776708,0.363467988,199340000000.0,20.94070151,4.724536157,91.51823777,165791694.0,0.0
278,Indonesia,IDN,1986,20.49560246,0.322685251,210841000000.0,20.51393571,5.822666962,93.36391804,169135273.0,0.0
279,Indonesia,IDN,1987,24.5768001,0.507048517,221383000000.0,22.39744778,9.278656132,95.17787886,172421390.0,0.0
280,Indonesia,IDN,1988,25.0416594,0.683272607,233841000000.0,22.21290203,8.045367151,96.98474086,175694647.0,0.0
281,Indonesia,IDN,1989,26.08755466,0.722064256,252050000000.0,22.99432903,6.415539635,98.78126377,178949174.0,0.0
282,Indonesia,IDN,1990,27.30575898,1.029764942,270259000000.0,25.58610246,7.819191447,100.5535938,182159874.0,0.0
283,Indonesia,IDN,1991,28.35126107,1.27077228,288572000000.0,26.48830381,9.419058277,102.3207649,185361228.0,2.62
284,Indonesia,IDN,1992,30.30746351,1.387988834,307322000000.0,27.1199706,7.52351717,104.0856362,188558416.0,2.73
285,Indonesia,IDN,1993,26.75481342,1.268300646,327286000000.0,23.76857247,9.671893382,105.8403965,191737287.0,2.78
286,Indonesia,IDN,1994,26.51142785,1.19225193,351964000000.0,25.3656732,8.532005254,107.6019878,194928533.0,4.37
287,Indonesia,IDN,1995,26.31216501,2.15007984,380895000000.0,27.64642505,9.420323216,109.3748307,198140162.0,4.597
288,Indonesia,IDN,1996,25.82455198,2.724197886,410674000000.0,26.44019168,7.973280856,111.1598177,201373791.0,4.86
289,Indonesia,IDN,1997,27.85924328,2.167796852,429975000000.0,28.13461553,6.226141634,112.956169,204628007.0,4.68
290,Indonesia,IDN,1998,52.96813457,-0.252290448,373534000000.0,43.21805779,58.45104447,114.7377612,207855486.0,5.46
291,Indonesia,IDN,1999,35.51412908,-1.332573541,376489000000.0,27.42978378,20.47783111,116.4718504,210996910.0,6.36
292,Indonesia,IDN,2000,40.97730847,-2.757439934,395012000000.0,30.45956744,3.68861916,114.0187774,214072421.0,6.08
293,Indonesia,IDN,2001,39.0321391,-1.855686193,409405000000.0,30.76106843,11.50011488,115.637944,217112437.0,6.08
294,Indonesia,IDN,2002,32.68762089,0.074151638,427826000000.0,26.39184088,11.90011757,117.2372114,220115092.0,6.6
295,Indonesia,IDN,2003,30.47765478,-0.25425632,448277000000.0,23.13883897,6.757317194,118.8164386,223080121.0,6.66
296,Indonesia,IDN,2004,32.21669462,0.73824398,470829000000.0,27.54460022,6.064059885,120.3389127,225938595.0,7.3
297,Indonesia,IDN,2005,34.06726763,2.916114843,497632000000.0,29.92066824,10.45319842,121.8656876,228805144.0,7.94
298,Indonesia,IDN,2006,31.03471631,1.347942646,525006000000.0,25.6224105,13.1086721,123.4594308,231797427.0,7.55
299,Indonesia,IDN,2007,29.43571849,1.603010572,558318000000.0,25.39353149,6.406562813,125.0897003,234858289.0,8.06
300,Indonesia,IDN,2008,29.80828417,1.826329024,591894000000.0,28.75311546,10.22666455,126.7292331,237936543.0,7.21
301,Indonesia,IDN,2009,24.15911967,0.90391942,619292000000.0,21.3530017,4.38641555,128.3509243,240981299.0,6.11
302,Indonesia,IDN,2010,24.29903094,2.025179138,657835000000.0,22.40224294,5.134204008,129.9673521,244016173.0,5.61
303,Indonesia,IDN,2011,26.32735309,2.302984285,698422000000.0,23.8526601,5.35604779,131.6096918,247099697.0,5.15
304,Indonesia,IDN,2012,24.59437879,2.309780327,740538000000.0,24.98851951,4.279499996,133.2730561,250222695.0,4.47
305,Indonesia,IDN,2013,23.92357638,2.551356334,781691000000.0,24.7137963,6.412513302,134.8992569,253275918.0,4.34
306,Indonesia,IDN,2014,23.6659846,2.819972605,820828000000.0,24.41419099,6.394925408,136.4725262,256229761.0,4.05
307,Indonesia,IDN,2015,21.16017926,2.297616387,860854000000.0,20.77746098,6.363121131,137.9969896,259091970.0,4.51
308,Indonesia,IDN,2016,19.08899385,0.487372471,904182000000.0,18.33234795,3.525805157,139.4660624,261850182.0,4.3
309,Indonesia,IDN,2017,20.17730444,2.019489201,950022000000.0,19.17819264,3.80879807,140.8767911,264498852.0,3.78
310,Indonesia,IDN,2018,21.0027465,1.814289797,999179000000.0,22.07156246,3.198346416,142.2445488,267066843.0,4.39
311,Indonesia,IDN,2019,18.5915278,2.233362049,1049330000000.0,19.03624974,3.03058665,143.5846338,269582878.0,3.59
312,Indonesia,IDN,2020,17.27142134,1.8112098,1027660000000.0,15.70417423,1.920968006,144.7963882,271857970.0,4.25
313,Indonesia,IDN,2021,21.56081101,1.788483743,1065590000000.0,18.86195672,1.560129905,144.7963882,273753191.0,3.83
315,Japan,JPN,1960,0.0,0.0,583595000000.0,0.0,3.574511525,144.7963882,93216000.0,0.0
316,Japan,JPN,1961,0.0,0.0,653881000000.0,0.0,5.368461785,256.4903191,94055000.0,0.0
317,Japan,JPN,1962,0.0,0.0,712135000000.0,0.0,6.835440348,258.8846469,94933000.0,0.0
318,Japan,JPN,1963,0.0,0.0,772478000000.0,0.0,6.706905564,261.5216798,95900000.0,0.0
319,Japan,JPN,1964,0.0,0.0,862679000000.0,0.0,3.800389453,264.2568857,96903000.0,0.0
320,Japan,JPN,1965,0.0,0.0,912884000000.0,0.0,6.655990943,267.1175348,97952000.0,0.0
321,Japan,JPN,1966,0.0,0.0,1010000000000.0,0.0,5.040832059,269.5691301,98851000.0,0.0
322,Japan,JPN,1967,0.0,0.0,1121930000000.0,0.0,3.989848089,272.3725116,99879000.0,0.0
323,Japan,JPN,1968,0.0,0.0,1266460000000.0,0.0,5.339432957,275.4595037,101011000.0,0.0
324,Japan,JPN,1969,0.0,0.0,1424490000000.0,0.0,5.249820911,278.7537497,102219000.0,0.0
325,Japan,JPN,1970,10.36022293,0.044212577,1459460000000.0,9.205921895,6.924173835,281.982547,103403000.0,0.0
326,Japan,JPN,1971,11.22902801,0.087444689,1528040000000.0,8.689088928,6.395348837,288.238342,105697000.0,0.0
327,Japan,JPN,1972,10.14710574,0.053139424,1656610000000.0,7.9980585,4.843517139,292.3840698,107188000.0,0.0
328,Japan,JPN,1973,9.622298493,-0.009720362,1789670000000.0,9.67583299,11.60862355,296.5275505,108707000.0,0.0
329,Japan,JPN,1974,13.03855662,0.042116149,1767750000000.0,13.86579817,23.22224581,300.4964539,110162000.0,0.0
330,Japan,JPN,1975,12.26864672,0.043333047,1822400000000.0,12.32932489,11.73126615,304.4283765,111573000.0,0.0
331,Japan,JPN,1976,12.99682707,0.019277952,1894840000000.0,12.32943516,9.374036386,307.7080491,112775000.0,0.0
332,Japan,JPN,1977,12.55429894,0.002910959,1978030000000.0,11.07478775,8.161826896,310.7860262,113872000.0,0.0
333,Japan,JPN,1978,10.66009901,0.000789257,2082310000000.0,9.06720827,4.209566011,313.6271834,114913000.0,0.0
334,Japan,JPN,1979,11.08964975,0.022653768,2196500000000.0,12.05442573,3.701850925,316.2936681,115890000.0,0.0
335,Japan,JPN,1980,13.12707946,0.025149586,2258390000000.0,14.10068222,7.778581766,318.8834289,116807000.0,0.0
336,Japan,JPN,1981,14.12108067,0.015504653,2354610000000.0,13.50779505,4.912162918,321.1271834,117661000.0,0.0
337,Japan,JPN,1982,13.92073805,0.038694847,2431840000000.0,13.3725078,2.741040956,323.5390497,118480000.0,0.0
338,Japan,JPN,1983,13.29738618,0.033458707,2520120000000.0,11.76279758,1.899719713,325.7973785,119307000.0,0.0
339,Japan,JPN,1984,14.39325451,-0.000758506,2631280000000.0,11.94736118,2.261613692,329.2651494,120083000.0,0.0
340,Japan,JPN,1985,13.89321098,0.043513926,2767050000000.0,10.70284639,2.032277346,331.4234778,120837000.0,0.0
341,Japan,JPN,1986,10.91247822,0.011645656,2858190000000.0,7.238754507,0.595586799,333.1011791,121482000.0,0.0
342,Japan,JPN,1987,9.937596069,0.046486824,2991070000000.0,7.168959033,0.126176842,334.8025233,122069000.0,0.0
343,Japan,JPN,1988,9.574755094,-0.015750339,3190320000000.0,7.610886457,0.67855758,336.1985738,122578000.0,0.0
344,Japan,JPN,1989,10.11212202,-0.034688265,3347470000000.0,8.760422465,2.272289621,337.5452551,123069000.0,0.0
345,Japan,JPN,1990,10.22039931,0.057649031,3509520000000.0,9.442966787,3.078516287,338.6670324,123478000.0,0.0
346,Japan,JPN,1991,9.786921445,0.035829194,3633170000000.0,8.287870196,3.251438488,340.0,123964000.0,2.1
347,Japan,JPN,1992,9.693351739,0.070497271,3665890000000.0,7.637724879,1.760283061,341.2643993,124425000.0,2.2
348,Japan,JPN,1993,9.079611784,0.004724487,3649060000000.0,6.936003279,1.243045897,342.372463,124829000.0,2.5
349,Japan,JPN,1994,8.839827126,0.017771963,3688590000000.0,6.970479106,0.695458058,343.3296764,125178000.0,2.9
350,Japan,JPN,1995,8.816470433,0.00074768,3785640000000.0,7.573634501,-0.127899045,344.1360395,125472000.0,3.2
351,Japan,JPN,1996,9.315745084,-0.000775961,3904270000000.0,8.938123142,0.136600359,345.0123457,125757000.0,3.4
352,Japan,JPN,1997,10.38369564,0.055358119,3942580000000.0,9.399821984,1.747804587,345.8353909,126057000.0,3.4
353,Japan,JPN,1998,10.3738061,0.061293304,3892500000000.0,8.629380124,0.661974191,346.776406,126400000.0,4.1
354,Japan,JPN,1999,9.805539002,0.318821542,3879500000000.0,8.320091715,-0.341296928,347.4101509,126631000.0,4.7
355,Japan,JPN,2000,10.4634942,0.215124715,3986760000000.0,9.098877381,-0.676578684,347.9917695,126843000.0,4.75
356,Japan,JPN,2001,10.07679996,0.112602474,4002150000000.0,9.482804509,-0.740055504,348.8312757,127149000.0,5.02
357,Japan,JPN,2002,10.85544561,0.27630407,4003830000000.0,9.591676459,-0.923494027,349.6433471,127445000.0,5.39
358,Japan,JPN,2003,11.46580158,0.194079344,4065290000000.0,9.860323691,-0.256541816,350.3923182,127718000.0,5.25
359,Japan,JPN,2004,12.78626462,0.153847736,4154160000000.0,10.8780888,-0.008573388,350.5102881,127761000.0,4.73
360,Japan,JPN,2005,13.81589572,0.113001254,4229100000000.0,12.41405886,-0.282946069,350.5432099,127773000.0,4.45
361,Japan,JPN,2006,15.65737405,-0.052087901,4287140000000.0,14.35900205,0.249355116,350.7654321,127854000.0,4.19
362,Japan,JPN,2007,17.28912737,0.472322727,4350760000000.0,15.52745068,0.060039454,351.1687243,128001000.0,3.89
363,Japan,JPN,2008,17.23554338,0.482208589,4297490000000.0,16.89393316,1.380078862,351.3388203,128063000.0,4.0
364,Japan,JPN,2009,12.41956575,0.231146375,4052830000000.0,11.97060079,-1.35283673,351.2949246,128047000.0,5.07
365,Japan,JPN,2010,14.91850345,0.12920449,4218910000000.0,13.57996924,-0.728243208,351.3580247,128070000.0,5.1
366,Japan,JPN,2011,14.77446226,-0.013648274,4219910000000.0,15.42049847,-0.272455616,350.7078189,127833000.0,4.55
367,Japan,JPN,2012,14.41477461,0.008720202,4277930000000.0,16.0561363,-0.04406451,350.1481481,127629000.0,4.36
368,Japan,JPN,2013,15.78415673,0.204293384,4363700000000.0,18.19461192,0.335037912,349.6433471,127445000.0,4.04
369,Japan,JPN,2014,17.41865535,0.403354543,4376630000000.0,20.01277922,2.759226714,349.1796982,127276000.0,3.59
370,Japan,JPN,2015,17.43675984,0.118161988,4444930000000.0,17.99064852,0.795279631,348.8093278,127141000.0,3.39
371,Japan,JPN,2016,16.05796924,0.818481615,4478440000000.0,15.25227761,-0.127258844,348.6310014,127076000.0,3.13
372,Japan,JPN,2017,17.5914391,0.381319638,4553470000000.0,16.83177447,0.484199796,348.345679,126972000.0,2.82
373,Japan,JPN,2018,18.32601765,0.50198877,4580060000000.0,18.30604619,0.989094598,347.9039781,126811000.0,2.47
374,Japan,JPN,2019,17.44537783,0.779973899,4569050000000.0,17.73444237,0.468776159,347.4156379,126633000.0,2.35
375,Japan,JPN,2020,15.55855428,1.204839378,4363130000000.0,15.80015735,-0.024995834,346.3950617,126261000.0,2.8
376,Japan,JPN,2021,18.42767619,0.669779532,4435430000000.0,18.9523103,-0.233352779,346.3950617,125681593.0,2.8
378,"Korea, Rep.",KOR,1960,2.641056423,0.0,25699427356.0,11.96478591,7.965565755,346.3950617,25012374.0,0.0
379,"Korea, Rep.",KOR,1961,4.043752072,0.0,27481937750.0,13.9542592,8.195652883,267.112513,25765673.0,0.0
380,"Korea, Rep.",KOR,1962,3.88084176,0.0,28552434122.0,15.60535665,6.618310975,274.8603566,26513030.0,0.0
381,"Korea, Rep.",KOR,1963,3.953712633,0.0,31128025938.0,14.65766635,20.69164732,282.6222994,27261747.0,0.0
382,"Korea, Rep.",KOR,1964,4.961470867,0.0,34077040554.0,12.38339868,29.46283145,290.111497,27984155.0,0.0
383,"Korea, Rep.",KOR,1965,7.13254751,0.0,36570946133.0,14.32523454,13.54819471,297.5811113,28704674.0,0.0
384,"Korea, Rep.",KOR,1966,8.441984804,0.0,40957249543.0,18.21592721,11.26138488,305.1583143,29435571.0,0.0
385,"Korea, Rep.",KOR,1967,9.112362972,0.0,44676006657.0,19.67874543,10.88244006,312.3676446,30130983.0,0.0
386,"Korea, Rep.",KOR,1968,10.14235927,0.0,50557946175.0,22.63571386,10.7718214,319.7004147,30838302.0,0.0
387,"Korea, Rep.",KOR,1969,10.61147015,0.0,57919874111.0,22.45220771,12.38956471,327.0191375,31544266.0,0.0
388,"Korea, Rep.",KOR,1970,11.43889008,0.732924265,63742405456.0,21.12207681,15.95034236,334.2403794,32240827.0,0.0
389,"Korea, Rep.",KOR,1971,12.6759744,0.424092496,70464369462.0,23.01337987,13.51170233,340.8947128,32882704.0,0.0
390,"Korea, Rep.",KOR,1972,16.5991049,4.566240364,75547923256.0,21.44246315,11.68898668,347.3502592,33505406.0,0.0
391,"Korea, Rep.",KOR,1973,23.92488195,0.028825647,86803296623.0,27.65364645,3.221029047,353.5470558,34103149.0,0.0
392,"Korea, Rep.",KOR,1974,22.23023403,0.01023327,95059883350.0,33.30044276,24.30419954,359.6544267,34692266.0,0.0
393,"Korea, Rep.",KOR,1975,22.65260442,0.027542775,102513000000.0,31.32895785,25.24925641,365.7549762,35280725.0,0.0
394,"Korea, Rep.",KOR,1976,25.53134155,0.270880548,116066000000.0,28.34904096,15.32732052,371.6413332,35848523.0,0.0
395,"Korea, Rep.",KOR,1977,26.04887119,0.244495677,130384000000.0,27.87656988,10.09666533,377.4807692,36411795.0,0.0
396,"Korea, Rep.",KOR,1978,24.99592518,0.171245702,144665000000.0,29.22180922,14.46028502,383.2592266,36969185.0,0.0
397,"Korea, Rep.",KOR,1979,23.65480228,0.256920033,157209000000.0,30.88978252,18.32349634,389.1171055,37534236.0,0.0
398,"Korea, Rep.",KOR,1980,28.43919839,0.072019839,154622000000.0,37.09166245,28.69760864,395.2288513,38123775.0,0.0
399,"Korea, Rep.",KOR,1981,29.93992325,0.212659912,165826000000.0,37.19141209,21.35164025,401.4435828,38723248.0,0.0
400,"Korea, Rep.",KOR,1982,27.36783122,0.154290134,179653000000.0,32.86108793,7.19084664,407.6959569,39326352.0,0.0
401,"Korea, Rep.",KOR,1983,27.88568172,0.210003694,203684000000.0,30.02654226,3.420614195,413.7508086,39910403.0,0.0
402,"Korea, Rep.",KOR,1984,28.90396265,0.229001599,225176000000.0,28.4638376,2.2739564,418.8882024,40405956.0,0.0
403,"Korea, Rep.",KOR,1985,26.87164486,0.350753612,242827000000.0,25.78540492,2.459108792,423.0328012,40805744.0,0.0
404,"Korea, Rep.",KOR,1986,31.96770817,0.58414813,270332000000.0,28.13931629,2.749980961,427.261808,41213674.0,0.0
405,"Korea, Rep.",KOR,1987,34.81525549,0.56681978,304729000000.0,28.18489734,3.049660771,431.4917064,41621690.0,0.0
406,"Korea, Rep.",KOR,1988,32.4892616,0.647875476,341259000000.0,26.21437628,7.146097737,435.7375803,42031247.0,0.0
407,"Korea, Rep.",KOR,1989,27.35856909,0.562756747,365396000000.0,25.55509048,5.700165446,440.0688161,42449038.0,0.0
408,"Korea, Rep.",KOR,1990,24.99434074,0.368990765,401488000000.0,25.75597264,8.573272257,444.4254924,42869283.0,0.0
409,"Korea, Rep.",KOR,1991,23.77657475,0.440104783,444760000000.0,26.0485044,9.332790482,448.8461953,43295704.0,2.41
410,"Korea, Rep.",KOR,1992,24.07238864,0.281723999,472329000000.0,24.68703701,6.213281464,453.5347502,43747962.0,2.51
411,"Korea, Rep.",KOR,1993,23.67247042,0.211961256,504814000000.0,23.24620782,4.800996602,458.1653328,44194628.0,2.88
412,"Korea, Rep.",KOR,1994,24.0708426,0.245159047,551603000000.0,24.59514719,6.2658595,462.7984657,44641540.0,2.48
413,"Korea, Rep.",KOR,1995,25.72425197,0.438964481,604638000000.0,26.73976999,4.480741086,467.4786544,45092991.0,2.06
414,"Korea, Rep.",KOR,1996,24.80197143,0.456037173,652348000000.0,27.85200149,4.924543543,471.9539809,45524681.0,2.05
415,"Korea, Rep.",KOR,1997,28.34551472,0.579389851,692601000000.0,29.17752303,4.438931846,476.4003732,45953580.0,2.61
416,"Korea, Rep.",KOR,1998,39.5366811,1.562409791,657075000000.0,28.96079095,7.513580081,479.8517831,46286503.0,6.96
417,"Korea, Rep.",KOR,1999,32.59082294,2.155985339,732421000000.0,27.17193082,0.812957254,483.2746942,46616677.0,6.34
418,"Korea, Rep.",KOR,2000,33.93916896,1.99754203,798784000000.0,32.15599115,2.259165801,487.3326871,47008111.0,4.06
419,"Korea, Rep.",KOR,2001,31.78774105,1.19094348,837545000000.0,30.43605617,4.066575879,489.6647095,47370164.0,3.7
420,"Korea, Rep.",KOR,2002,29.77275441,0.872879108,902246000000.0,28.58028499,2.762262103,492.2485381,47644736.0,3.05
421,"Korea, Rep.",KOR,2003,31.39783726,0.997556155,930642000000.0,29.77676402,3.514874515,494.7554752,47892330.0,3.35
422,"Korea, Rep.",KOR,2004,36.75433645,1.676099205,979011000000.0,33.26137842,3.590662989,496.6176307,48082519.0,3.42
423,"Korea, Rep.",KOR,2005,35.2830828,1.45932018,1021190000000.0,33.04172823,2.753791627,497.5174084,48184561.0,3.48
424,"Korea, Rep.",KOR,2006,35.62641862,0.869896781,1074950000000.0,35.02545491,2.242340285,499.9823699,48438292.0,3.25
425,"Korea, Rep.",KOR,2007,37.39217969,0.752754048,1137290000000.0,36.4823456,2.534573821,502.3074494,48683638.0,3.01
426,"Korea, Rep.",KOR,2008,47.64188521,1.068183262,1171560000000.0,47.87446723,4.673896555,505.7707805,49054708.0,2.96
427,"Korea, Rep.",KOR,2009,45.18535191,0.955768594,1180850000000.0,40.94826746,2.756496545,508.0139604,49307835.0,3.36
428,"Korea, Rep.",KOR,2010,47.10373691,0.830143714,1261200000000.0,44.29585958,2.939286527,509.8159671,49554112.0,3.32
429,"Korea, Rep.",KOR,2011,53.3377319,0.77982926,1307690000000.0,52.22858168,4.025965004,513.8042803,49936638.0,2.99
430,"Korea, Rep.",KOR,2012,54.09405134,0.742779626,1339100000000.0,51.3642764,2.187071044,515.8755832,50199853.0,2.81
431,"Korea, Rep.",KOR,2013,51.29207111,0.931328035,1381480000000.0,46.66003384,1.301347545,517.6122698,50428893.0,2.75
432,"Korea, Rep.",KOR,2014,47.83142087,0.624771688,1425720000000.0,42.78302103,1.274774464,520.8524992,50746659.0,3.08
433,"Korea, Rep.",KOR,2015,42.98956153,0.27999556,1465770000000.0,36.14293286,0.706331772,523.5255477,51014947.0,3.55
434,"Korea, Rep.",KOR,2016,40.13265091,0.806893302,1508970000000.0,33.47115855,0.97168574,525.3700725,51217803.0,3.65
435,"Korea, Rep.",KOR,2017,40.93420694,1.103077991,1556650000000.0,36.18671087,1.944332308,526.7348067,51361911.0,3.65
436,"Korea, Rep.",KOR,2018,41.71329084,0.706300894,1601900000000.0,37.27557467,1.47583935,528.9690115,51585058.0,3.82
437,"Korea, Rep.",KOR,2019,39.27586107,0.583393861,1637850000000.0,36.4812779,0.383000304,530.3772746,51764822.0,3.75
438,"Korea, Rep.",KOR,2020,36.35959055,0.533043338,1626230000000.0,32.67445454,0.537288023,531.1090061,51836239.0,3.93
439,"Korea, Rep.",KOR,2021,42.03549524,1.218163311,1693640000000.0,38.45684471,2.498333333,531.1090061,51744876.0,3.64
441,Lao PDR,LAO,1960,0.0,0.0,0.0,0.0,0.0,531.1090061,2122532.0,0.0
442,Lao PDR,LAO,1961,0.0,0.0,0.0,0.0,0.0,9.407023397,2171141.0,0.0
443,Lao PDR,LAO,1962,0.0,0.0,0.0,0.0,0.0,9.625714905,2221615.0,0.0
444,Lao PDR,LAO,1963,0.0,0.0,0.0,0.0,0.0,9.849302426,2273219.0,0.0
445,Lao PDR,LAO,1964,0.0,0.0,0.0,0.0,0.0,10.07587955,2325513.0,0.0
446,Lao PDR,LAO,1965,0.0,0.0,0.0,0.0,0.0,10.30960139,2379456.0,0.0
447,Lao PDR,LAO,1966,0.0,0.0,0.0,0.0,0.0,10.54965771,2434861.0,0.0
448,Lao PDR,LAO,1967,0.0,0.0,0.0,0.0,0.0,10.79691075,2491927.0,0.0
449,Lao PDR,LAO,1968,0.0,0.0,0.0,0.0,0.0,11.05316291,2551070.0,0.0
450,Lao PDR,LAO,1969,0.0,0.0,0.0,0.0,0.0,11.31763865,2612111.0,0.0
451,Lao PDR,LAO,1970,0.0,0.0,0.0,0.0,0.0,11.59134749,2675283.0,0.0
452,Lao PDR,LAO,1971,0.0,0.0,0.0,0.0,0.0,11.87492201,2740732.0,0.0
453,Lao PDR,LAO,1972,0.0,0.0,0.0,0.0,0.0,12.16763432,2808290.0,0.0
454,Lao PDR,LAO,1973,0.0,0.0,0.0,0.0,0.0,12.46776863,2877561.0,0.0
455,Lao PDR,LAO,1974,0.0,0.0,0.0,0.0,0.0,12.76811958,2946882.0,0.0
456,Lao PDR,LAO,1975,0.0,0.0,0.0,0.0,0.0,13.05337955,3012720.0,0.0
457,Lao PDR,LAO,1976,0.0,0.0,0.0,0.0,0.0,13.31029896,3072017.0,0.0
458,Lao PDR,LAO,1977,0.0,0.0,0.0,0.0,0.0,13.54307626,3125742.0,0.0
459,Lao PDR,LAO,1978,0.0,0.0,0.0,0.0,0.0,13.7692591,3177945.0,0.0
460,Lao PDR,LAO,1979,0.0,0.0,0.0,0.0,0.0,14.01083189,3233700.0,0.0
461,Lao PDR,LAO,1980,0.0,0.0,0.0,0.0,0.0,14.28734402,3297519.0,0.0
462,Lao PDR,LAO,1981,0.0,0.0,0.0,0.0,0.0,14.60568891,3370993.0,0.0
463,Lao PDR,LAO,1982,0.0,0.0,0.0,0.0,0.0,14.96399913,3453691.0,0.0
464,Lao PDR,LAO,1983,0.0,0.0,0.0,0.0,0.0,15.35468371,3543861.0,0.0
465,Lao PDR,LAO,1984,2.764227723,0.0,2109468110.0,6.3414636,0.0,15.77103986,3639956.0,0.0
466,Lao PDR,LAO,1985,4.037559054,-0.068450706,2216417383.0,9.765258427,0.0,16.21145581,3741604.0,0.0
467,Lao PDR,LAO,1986,3.613744029,0.0,2324692326.0,7.701421783,0.0,16.67413345,3848390.0,0.0
468,Lao PDR,LAO,1987,6.092436844,0.0,2291547040.0,14.02310852,0.0,17.15639948,3959697.0,0.0
469,Lao PDR,LAO,1988,13.62861981,0.333911407,2245482337.0,31.89948683,0.0,17.65581023,4074961.0,0.0
